epoch,loss_g,loss_d,fid,is_mean,is_std,run
1,3.446104014305385,0.22540901414139264,432.4158630371094,1.0231517553329468,0.00042908446630463004,1
2,4.777891726552189,0.17111134720914117,,,,1
3,3.264397920324252,0.27688225660915977,,,,1
4,2.34933510724898,0.4270677120275014,,,,1
5,2.147432777848277,0.4080119353126396,312.8521728515625,1.496273398399353,0.008811065927147865,1
6,1.875409143475386,0.5316624070380951,,,,1
7,1.4092064591554494,0.5718855565036094,,,,1
8,1.3065568157634535,0.5746531375013031,,,,1
9,1.3607032182333352,0.5712341771988602,,,,1
10,1.3992727782342818,0.562818786168432,282.3939208984375,1.85387122631073,0.017942899838089943,1
11,1.4145594720657055,0.5577206096865914,,,,1
12,1.3870925774107445,0.5686531153904808,,,,1
13,1.4202742941312856,0.5612640197460468,,,,1
14,1.3532021454164198,0.5689855381012796,,,,1
15,1.3203047603577167,0.5689575183954272,269.94439697265625,1.8433622121810913,0.028962865471839905,1
16,1.2777224702018124,0.5895636735575183,,,,1
17,1.198983310506894,0.5975510899524589,,,,1
18,1.2207448425201268,0.5861609393691684,,,,1
19,1.2038033208646974,0.597301926906709,,,,1
20,1.2085308569086182,0.5951776452935659,276.1022033691406,1.9329055547714233,0.018469803035259247,1
21,1.192026073595027,0.6012340838779936,,,,1
22,1.137478378581834,0.6047474219353048,,,,1
23,1.1651460158449787,0.5973667743114325,,,,1
24,1.1300948269508935,0.6158095165774539,,,,1
25,1.1034019254929537,0.6160728753238291,264.337890625,1.955409288406372,0.021874481812119484,1
26,1.1086378127753318,0.6022736715686905,,,,1
27,1.1419392198949427,0.6103786568750035,,,,1
28,1.1067719707539032,0.6083587062108767,,,,1
29,1.0992883129136546,0.6156296608122912,,,,1
30,1.095678854134533,0.6185138551192684,262.2597351074219,2.0256011486053467,0.024739785119891167,1
31,1.088316260517894,0.6106233393604105,,,,1
32,1.081514037051401,0.6180317484207086,,,,1
33,1.0800389235878325,0.6125368749970322,,,,1
34,1.0933020359777903,0.6189809458239095,,,,1
35,1.0733465250138636,0.6143830206010725,263.4834899902344,2.0004053115844727,0.04113500937819481,1
36,1.052582301355742,0.6275900299107278,,,,1
37,1.0389299781380834,0.6231153238486576,,,,1
38,1.036054275669418,0.6206287163329292,,,,1
39,1.0466840076488215,0.6199986018709369,,,,1
40,1.0445339622405858,0.6241543884877558,265.0648193359375,2.0000789165496826,0.04759940877556801,1
41,1.029921362241665,0.6308721084069538,,,,1
42,1.0033711812921338,0.6308203867890618,,,,1
43,1.0097068839973502,0.6303851354372251,,,,1
44,1.0100851270493927,0.6358646015812467,,,,1
45,0.9994070678949356,0.6321254057900889,262.78070068359375,2.0958688259124756,0.03915184363722801,1
46,0.9981793244401892,0.6378359933207919,,,,1
47,0.9902435536984797,0.6365127493659933,,,,1
48,0.9919496723613539,0.6362948990785159,,,,1
49,0.974975472980446,0.6431191749089248,,,,1
50,0.9793294544194961,0.640846026631502,270.8231506347656,2.0372867584228516,0.035442400723695755,1
51,0.9675372638902464,0.6435287289477728,,,,1
52,0.9637989550828934,0.6413929746909575,,,,1
53,0.9533436670378371,0.6463751546986454,,,,1
54,0.9500542571703037,0.644736866955157,,,,1
55,0.9528187492510656,0.6458238250725753,264.98095703125,2.069479465484619,0.011639956384897232,1
56,0.951587169737249,0.6472188050930316,,,,1
57,0.9502212241604612,0.6457126590755436,,,,1
58,0.942195222615362,0.648334966672884,,,,1
59,0.9315431026312021,0.6479390756441996,,,,1
60,0.9451387911201357,0.6500642721677994,268.42431640625,2.1169185638427734,0.04305744916200638,1
61,0.9332578820990516,0.6489026785105259,,,,1
62,0.9324683839832986,0.6484424940772824,,,,1
63,0.9318432915252406,0.6471792127077396,,,,1
64,0.9272952367375781,0.6476312342223588,,,,1
65,0.9366577360388282,0.6495056296145165,274.6144104003906,2.115771532058716,0.042530689388513565,1
66,0.9351234441245353,0.6474917180888302,,,,1
67,0.9305145677986678,0.648627609222919,,,,1
68,0.9295830437978665,0.6492108099318884,,,,1
69,0.9253005139477604,0.6484570332340427,,,,1
70,0.926852892641421,0.6479284597651942,275.0695495605469,2.1091105937957764,0.024440212175250053,1
71,0.9188206128098748,0.6499437353202513,,,,1
72,0.9182156821439317,0.651150458967769,,,,1
73,0.9192716431367648,0.6514134049623996,,,,1
74,0.9160991157893534,0.649712178152758,,,,1
75,0.9162643331956196,0.6502446546838,270.4262390136719,2.1506824493408203,0.0355181023478508,1
76,0.918750673532486,0.6511089239087138,,,,1
77,0.9178192473791696,0.6504291953532012,,,,1
78,0.9115632544239084,0.6522926924737183,,,,1
79,0.9126474944861619,0.6520284050619686,,,,1
80,0.9132524893417225,0.6523479765111749,277.7723693847656,2.113999843597412,0.03644106909632683,1
81,0.910354703247964,0.6520955778293677,,,,1
82,0.9073066832302333,0.6513755905044663,,,,1
83,0.9137579677821873,0.6517084247165627,,,,1
84,0.9069535825010779,0.6514025755695529,,,,1
85,0.9140342461479294,0.651675919448579,274.6684265136719,2.1570372581481934,0.029808159917593002,1
86,0.9095019696058927,0.6519442118339606,,,,1
87,0.9100191685911658,0.6497704311684295,,,,1
88,0.9095992215655067,0.6499308684280702,,,,1
89,0.913376379263151,0.6499924932743286,,,,1
90,0.9127140525546107,0.647678618768712,274.6609802246094,2.1697628498077393,0.03239792585372925,1
91,0.920096359261266,0.6479478718100727,,,,1
92,0.9162150470318494,0.6479486471914745,,,,1
93,0.9090452828815767,0.6492225362079127,,,,1
94,0.9187217084886311,0.6468185302052465,,,,1
95,0.916806293846844,0.6479538382141741,276.5416259765625,2.1872074604034424,0.031000055372714996,1
96,0.9166543596274369,0.6456784029732218,,,,1
97,0.9224965603618355,0.6455807289877138,,,,1
98,0.9195292062692709,0.6457375604789574,,,,1
99,0.9191008694730438,0.6445011090148579,,,,1
100,0.9186745288071932,0.6452148948516045,274.2950439453125,2.194117784500122,0.035387370735406876,1
101,0.9230644413224467,0.6441632432120663,,,,1
102,0.9228948389108365,0.6430280766078642,,,,1
103,0.9263392837939562,0.644285824228,,,,1
104,0.9297606573029832,0.6437702539500657,,,,1
105,0.9275569516670453,0.6423124881474288,275.33673095703125,2.18525767326355,0.04481486976146698,1
106,0.9253406233929254,0.6427159065550024,,,,1
107,0.9282498089792012,0.6424387335985691,,,,1
108,0.9252892977499462,0.6431577399477258,,,,1
109,0.926630619418371,0.6425710823777673,,,,1
110,0.933920758795905,0.6431664290961686,274.9612121582031,2.2108540534973145,0.036112166941165924,1
111,0.931215223836732,0.6427459370839846,,,,1
112,0.930648538303542,0.639997541175022,,,,1
113,0.9267106393834094,0.6408509718371438,,,,1
114,0.9358032271787003,0.6393718345390333,,,,1
115,0.93480223281817,0.6400921916836625,274.62127685546875,2.1741042137145996,0.03303327411413193,1
116,0.9378834362630244,0.6382369472013487,,,,1
117,0.9356535178172839,0.6391509154459813,,,,1
118,0.9376106446647977,0.6397459840441083,,,,1
119,0.9383999494822709,0.638963220002768,,,,1
120,0.9388500136303735,0.6392635406105669,275.3966064453125,2.1990058422088623,0.04442403092980385,1
121,0.9421565666065349,0.6355315009197156,,,,1
122,0.9484584675385401,0.6355640257780368,,,,1
