epoch,loss_g,loss_d,fid,is_mean,is_std,run
1,3.2202860509865303,0.4202934643970086,190.54832458496094,2.0528414249420166,0.021165240556001663,1
2,2.33051065971645,0.6040551303925678,,,,1
3,2.063709258364561,0.6898128291607922,,,,1
4,2.3042560385014768,0.5886464196328933,,,,1
5,2.6725292131941543,0.46858646645823604,66.17803192138672,3.7317872047424316,0.08898884803056717,1
6,3.0587737765959186,0.33800426515567505,,,,1
7,3.019700362285376,0.4611808899471648,,,,1
8,3.2502645234235077,0.3726463506802216,,,,1
9,3.638268147474334,0.2592088873975743,,,,1
10,2.840941490446273,0.5019211142889073,48.04825973510742,3.8404793739318848,0.10824021697044373,1
11,3.6263631633841076,0.28521747668631947,,,,1
12,3.6667891611448593,0.336798369172069,,,,1
13,4.723097030168924,0.07672242739866687,,,,1
14,3.4728266934935865,0.3641148777439808,,,,1
15,4.890581790007587,0.11520148963969933,50.992469787597656,3.798560857772827,0.07918888330459595,1
16,3.390619682259539,0.3986556995699867,,,,1
17,4.330237902907862,0.19469653070072493,,,,1
18,3.5420425593470917,0.36514525352499616,,,,1
19,5.420615652178088,0.018779171399899527,,,,1
20,4.6850274994364405,0.21217214805571538,45.5578498840332,3.749260663986206,0.09671937674283981,1
21,3.967051155355751,0.2722332625606089,,,,1
22,5.174855574201315,0.0656065277583125,,,,1
23,4.133966770715629,0.31973092679260695,,,,1
24,4.642235129148277,0.1781419268809259,,,,1
25,3.591606847118013,0.36147915373723477,36.34330749511719,3.878575086593628,0.059021078050136566,1
26,5.1065499688156395,0.14419212662435782,,,,1
27,2.726009940617105,0.4804889796874844,,,,1
28,4.321258348245651,0.20488620871423274,,,,1
29,6.051461264618442,0.011276896195247387,,,,1
30,3.685621977099178,0.3929493314647275,37.23429870605469,3.811602830886841,0.06750835478305817,1
31,4.399456832526076,0.16981106642613777,,,,1
32,4.504462473794946,0.2292773771770378,,,,1
33,4.7189382425007915,0.15631561568673524,,,,1
34,5.12806083013614,0.1426592398271697,,,,1
35,6.589492172257513,0.006967847997175418,50.36003875732422,3.7874343395233154,0.08578237891197205,1
36,5.594703492294583,0.14705729867385414,,,,1
37,4.230902524649078,0.2364395401504241,,,,1
38,5.012548275880961,0.14611537147733247,,,,1
39,4.511351779182879,0.25475635869890195,,,,1
40,5.786012607152747,0.09686279809400918,43.87154006958008,3.773102283477783,0.10282837599515915,1
41,3.978068500311456,0.25834613344253987,,,,1
42,4.684699453668207,0.2218666633971147,,,,1
43,5.142071082459715,0.15455813504134616,,,,1
44,4.7536032270544615,0.12923159894412065,,,,1
45,5.411732617097023,0.07548739463210297,37.27091979980469,4.234379768371582,0.08871427923440933,1
46,4.4559615466616345,0.3709036450916165,,,,1
47,4.487004112404509,0.20009379026193458,,,,1
48,4.300813934964757,0.20193689206662851,,,,1
49,6.237938032191024,0.012407369722620163,,,,1
50,4.578471024825166,0.21110888998298785,30.892311096191406,3.816943883895874,0.06982589513063431,1
51,5.2530314572251,0.1563896097513473,,,,1
52,4.5990666469766035,0.24141236553396472,,,,1
53,5.236964971463904,0.14266171843474174,,,,1
54,4.359837267555806,0.2361371618746302,,,,1
55,4.749404363907301,0.16296716422662458,50.119140625,3.611743211746216,0.06245971471071243,1
56,5.778402506280292,0.11014191118396349,,,,1
57,5.638421181175444,0.08484836470666063,,,,1
58,7.3087818001070595,0.004007623471224155,,,,1
59,4.874625698284323,0.2257156916438805,,,,1
60,4.58649113191626,0.1885839369880338,35.72905349731445,3.8708336353302,0.09331323206424713,1
61,4.96499130075686,0.16978978900523442,,,,1
62,5.28247547076028,0.18946007787474853,,,,1
63,4.595177740113348,0.11167946447017324,,,,1
64,6.553833376031924,0.07748414577720249,,,,1
65,5.2881545680455675,0.08280708173560536,31.175128936767578,3.9031312465667725,0.09171552956104279,1
66,5.202754186848417,0.21066627917541628,,,,1
67,5.719625537084718,0.07201368081717728,,,,1
68,5.688827485387397,0.16272823785980925,,,,1
69,5.486336191495259,0.1489477590070719,,,,1
70,4.723617495443577,0.1743170761778895,28.35365867614746,3.868300199508667,0.0830783098936081,1
71,6.702584282964723,0.007809437097957692,,,,1
72,5.137814215726705,0.23042142316082126,,,,1
73,5.735249932666317,0.09842108945067748,,,,1
74,5.375003214575287,0.19352164514224507,,,,1
75,5.194566132612208,0.15862491733591574,31.973812103271484,3.9229772090911865,0.10513396561145782,1
76,5.339663604003752,0.15329179615349484,,,,1
77,6.3096503631359075,0.07787787880520655,,,,1
78,4.797612049577073,0.17101391160992,,,,1
79,5.249633746253502,0.15801211486323777,,,,1
80,5.661400115642792,0.12330245980336212,32.8352165222168,4.0051116943359375,0.08122323453426361,1
